Job No,Job Date,Warehouse,Warehouse Status,Machine,Status,Post Date,Start-Time,End-Time,Elapsed-Time,UOM,Input Qty,Output Qty,Yield Loss Qty,Department,Description,Input Value,Output Value,Expenses,User Defined 1,UserDefined2,Input Units,Output Units,
13212,3/3/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,3/4/2026 12:00:00 AM,5:59AM,,18:01:00,LBS    ,3170.000,3170.000,0.000,Plus Materials                                    ,,31.7000,31.7000,0.0000,,,0,0,
13218,3/3/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (3RD SHIFT),Posted,3/4/2026 12:00:00 AM,6:00AM,,18:00:00,LBS    ,4716.000,4716.000,0.000,Plus Materials                                    ,,330.1200,330.1200,0.0000,,,0,0,
13220,3/3/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (3RD SHIFT),Posted,3/4/2026 12:00:00 AM,6:00AM,,18:00:00,LBS    ,8505.000,8505.000,0.000,Plus Materials                                    ,,595.3500,595.3500,0.0000,,,1,0,
13225,3/3/2026 12:00:00 AM,Plus Ryder Midwest                           ,COMPLETED,BOGUS,Posted,3/3/2026 12:00:00 AM,2:34PM,,09:26:00,LBS    ,15148.000,15148.000,0.000,Plus Materials                                    ,,1258.3722,1258.3700,0.0000,,,66,1,
13226,3/3/2026 12:00:00 AM,Plus Ryder Midwest                           ,COMPLETED,BOGUS,Posted,3/3/2026 12:00:00 AM,2:40PM,,09:20:00,LBS    ,15182.000,15182.000,0.000,Plus Materials                                    ,,453.1454,453.1500,0.0000,,,0,2,
13227,3/4/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (1ST SHIFT),Posted,3/5/2026 12:00:00 AM,5:56AM,,18:04:00,LBS    ,3574.000,3574.000,0.000,Plus Materials                                    ,,-41.3800,-41.3800,0.0000,,,20,3,
13228,3/4/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AVANGARD (OLD) (1ST SHIFT),Posted,3/5/2026 12:00:00 AM,5:56AM,,18:04:00,LBS    ,814.000,814.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
13231,3/4/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (1ST SHIFT),Posted,3/5/2026 12:00:00 AM,5:56AM,,18:04:00,LBS    ,8214.000,8214.000,0.000,Plus Materials                                    ,,574.9800,574.9800,0.0000,,,0,0,
13233,3/4/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,3/5/2026 12:00:00 AM,5:57AM,,18:03:00,LBS    ,11023.000,11023.000,0.000,Plus Materials                                    ,,771.6100,771.6100,0.0000,,,0,12,
13234,3/4/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,SHREDDER (1ST SHIFT),Posted,3/5/2026 12:00:00 AM,5:57AM,,18:03:00,LBS    ,733.000,733.000,0.000,Plus Materials                                    ,,7.3300,7.3300,0.0000,,,0,7,
13235,3/4/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,3/5/2026 12:00:00 AM,5:57AM,,18:03:00,LBS    ,7040.000,7040.000,0.000,Plus Materials                                    ,,70.4000,70.4000,0.0000,,,18,0,
13237,3/4/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (2ND SHIFT),Posted,3/5/2026 12:00:00 AM,5:57AM,,18:03:00,LBS    ,3291.000,3291.000,0.000,Plus Materials                                    ,,-52.0500,-52.0500,0.0000,,,11,0,
13241,3/4/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (2ND SHIFT),Posted,3/5/2026 12:00:00 AM,5:58AM,,18:02:00,LBS    ,8300.000,8300.000,0.000,Plus Materials                                    ,,581.0000,581.0000,0.0000,,,0,0,
13243,3/4/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,3/5/2026 12:00:00 AM,5:58AM,,18:02:00,LBS    ,6089.000,6089.000,0.000,Plus Materials                                    ,,376.3500,376.3600,0.0000,,,4,0,
13245,3/4/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,3/5/2026 12:00:00 AM,5:59AM,,18:01:00,LBS    ,2777.000,2777.000,0.000,Plus Materials                                    ,,27.7700,27.7700,0.0000,,,0,0,
13251,3/4/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (3RD SHIFT),Posted,3/5/2026 12:00:00 AM,5:59AM,,18:01:00,LBS    ,5274.000,5274.000,0.000,Plus Materials                                    ,,369.1800,369.1800,0.0000,,,0,0,
13257,3/5/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (1ST SHIFT),Posted,3/6/2026 12:00:00 AM,5:52AM,,18:08:00,LBS    ,4735.000,4735.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,13,4,
13258,3/5/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AVANGARD (OLD) (1ST SHIFT),Posted,3/6/2026 12:00:00 AM,5:52AM,,18:08:00,LBS    ,1036.000,1036.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
13261,3/5/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (1ST SHIFT),Posted,3/6/2026 12:00:00 AM,5:52AM,,18:08:00,LBS    ,7652.000,7652.000,0.000,Plus Materials                                    ,,535.6400,535.6400,0.0000,,,7,0,
13263,3/5/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,3/6/2026 12:00:00 AM,5:53AM,,18:07:00,LBS    ,5119.000,5119.000,0.000,Plus Materials                                    ,,350.6994,350.7000,0.0000,,,14,5,
13265,3/5/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,3/6/2026 12:00:00 AM,5:53AM,,18:07:00,LBS    ,2334.000,2334.000,0.000,Plus Materials                                    ,,140.0400,140.0400,0.0000,,,0,0,
13267,3/5/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (2ND SHIFT),Posted,3/6/2026 12:00:00 AM,5:53AM,,18:07:00,LBS    ,4312.000,4312.000,0.000,Plus Materials                                    ,,268.9571,268.9600,0.0000,,,1,0,
13271,3/5/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (2ND SHIFT),Posted,3/6/2026 12:00:00 AM,5:54AM,,18:06:00,LBS    ,7158.000,7158.000,0.000,Plus Materials                                    ,,501.0600,501.0600,0.0000,,,202,0,
13273,3/5/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,3/6/2026 12:00:00 AM,5:54AM,,18:06:00,LBS    ,6132.000,6132.000,0.000,Plus Materials                                    ,,429.2400,429.2400,0.0000,,,0,0,
13275,3/5/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,3/6/2026 12:00:00 AM,5:54AM,,18:06:00,LBS    ,6361.000,6361.000,0.000,Plus Materials                                    ,,508.8800,508.8800,0.0000,,,21,0,
13281,3/5/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (3RD SHIFT),Posted,3/6/2026 12:00:00 AM,5:55AM,,18:05:00,LBS    ,2764.000,2764.000,0.000,Plus Materials                                    ,,-97.6502,-97.6500,0.0000,,,0,0,
13283,3/5/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (3RD SHIFT),Posted,3/6/2026 12:00:00 AM,5:56AM,,18:04:00,LBS    ,3835.000,3835.000,0.000,Plus Materials                                    ,,268.4500,268.4500,0.0000,,,0,0,
13288,3/6/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (1ST SHIFT),Posted,3/9/2026 12:00:00 AM,5:52AM,,18:08:00,LBS    ,5893.000,5893.000,0.000,Plus Materials                                    ,,24.1700,24.1700,0.0000,,,43,5,
13292,3/6/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (1ST SHIFT),Posted,3/9/2026 12:00:00 AM,5:53AM,,18:07:00,LBS    ,7077.000,7077.000,0.000,Plus Materials                                    ,,343.0000,342.9900,0.0000,,,0,0,
13294,3/6/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,3/9/2026 12:00:00 AM,5:53AM,,18:07:00,LBS    ,15459.000,15459.000,0.000,Plus Materials                                    ,,-379.6942,-379.6900,0.0000,,,15,7,
13295,3/6/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,SHREDDER (1ST SHIFT),Posted,3/9/2026 12:00:00 AM,5:53AM,,18:07:00,LBS    ,945.000,945.000,0.000,Plus Materials                                    ,,53.3887,53.3900,0.0000,,,0,6,
13296,3/6/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,3/9/2026 12:00:00 AM,5:53AM,,18:07:00,LBS    ,5179.000,5179.000,0.000,Plus Materials                                    ,,414.3200,414.3200,0.0000,,,0,0,
13298,3/6/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (2ND SHIFT),Posted,3/9/2026 12:00:00 AM,5:54AM,,18:06:00,LBS    ,1852.000,1852.000,0.000,Plus Materials                                    ,,116.3290,116.3300,0.0000,,,12,0,
13302,3/6/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (2ND SHIFT),Posted,3/9/2026 12:00:00 AM,5:54AM,,18:06:00,LBS    ,9196.000,9196.000,0.000,Plus Materials                                    ,,757.5100,757.5100,0.0000,,,0,0,
12072,1/7/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,1/8/2026 12:00:00 AM,5:15AM,,18:45:00,LBS    ,10359.000,10351.000,8.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,14,0,
12073,1/7/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,SHREDDER (2ND SHIFT),Posted,1/8/2026 12:00:00 AM,5:15AM,,18:45:00,LBS    ,4209.000,4209.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,1,0,
12074,1/7/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,1/8/2026 12:00:00 AM,5:15AM,,18:45:00,LBS    ,3823.000,3823.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,1,0,
12078,1/8/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AVANGARD (OLD) (1ST SHIFT),Posted,1/9/2026 12:00:00 AM,5:11AM,,18:49:00,LBS    ,2166.000,2166.000,0.000,Plus Materials                                    ,,76.2690,76.2700,0.0000,,,0,2,
12081,1/8/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (1ST SHIFT),Posted,1/9/2026 12:00:00 AM,5:11AM,,18:49:00,LBS    ,8360.000,8360.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
12083,1/8/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,1/9/2026 12:00:00 AM,5:12AM,,18:48:00,LBS    ,4881.000,4881.000,0.000,Plus Materials                                    ,,488.1000,488.1000,0.0000,,,0,0,
12084,1/8/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,SHREDDER (1ST SHIFT),Posted,1/9/2026 12:00:00 AM,5:12AM,,18:48:00,LBS    ,3111.000,3111.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
12085,1/8/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,1/9/2026 12:00:00 AM,5:12AM,,18:48:00,LBS    ,4671.000,4671.000,0.000,Plus Materials                                    ,,6.1392,6.1400,0.0000,,,0,0,
12088,1/8/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AVANGARD (OLD) (2ND SHIFT),Posted,1/9/2026 12:00:00 AM,5:13AM,,18:47:00,LBS    ,2967.000,2967.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
12091,1/8/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (2ND SHIFT),Posted,1/9/2026 12:00:00 AM,5:13AM,,18:47:00,LBS    ,5142.000,5142.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
12093,1/8/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,1/9/2026 12:00:00 AM,5:13AM,,18:47:00,LBS    ,8747.000,8747.000,0.000,Plus Materials                                    ,,117.5600,117.5600,0.0000,,,12,0,
12094,1/8/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,SHREDDER (2ND SHIFT),Posted,1/9/2026 12:00:00 AM,5:14AM,,18:46:00,LBS    ,4460.000,4460.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,1,0,
12095,1/8/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,1/9/2026 12:00:00 AM,5:14AM,,18:46:00,LBS    ,4816.000,4816.000,0.000,Plus Materials                                    ,,192.6400,192.6400,0.0000,,,0,0,
12099,1/9/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AVANGARD (OLD) (1ST SHIFT),Posted,1/12/2026 12:00:00 AM,5:14AM,,18:46:00,LBS    ,3169.000,3169.000,0.000,Plus Materials                                    ,,106.3423,106.3500,0.0000,,,52,2,
12102,1/9/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (1ST SHIFT),Posted,1/12/2026 12:00:00 AM,5:14AM,,18:46:00,LBS    ,8325.000,8325.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
12104,1/9/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,1/12/2026 12:00:00 AM,5:15AM,,18:45:00,LBS    ,7459.000,7459.000,0.000,Plus Materials                                    ,,402.0532,402.0500,0.0000,,,38,0,
12105,1/9/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,SHREDDER (1ST SHIFT),Posted,1/12/2026 12:00:00 AM,5:15AM,,18:45:00,LBS    ,5410.000,5410.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,1,0,
12106,1/9/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,1/12/2026 12:00:00 AM,5:15AM,,18:45:00,LBS    ,7392.000,7392.000,0.000,Plus Materials                                    ,,398.4425,398.4400,0.0000,,,0,0,
12109,1/9/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AVANGARD (OLD) (2ND SHIFT),Posted,1/12/2026 12:00:00 AM,5:15AM,,18:45:00,LBS    ,1922.000,1922.000,0.000,Plus Materials                                    ,,64.4970,64.5000,0.0000,,,0,0,
12112,1/9/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (2ND SHIFT),Posted,1/12/2026 12:00:00 AM,5:16AM,,18:44:00,LBS    ,6576.000,6576.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,12,0,
12114,1/9/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,1/12/2026 12:00:00 AM,5:16AM,,18:44:00,LBS    ,10000.000,10000.000,0.000,Plus Materials                                    ,,283.4684,283.4700,0.0000,,,0,0,
12115,1/9/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,SHREDDER (2ND SHIFT),Posted,1/12/2026 12:00:00 AM,5:16AM,,18:44:00,LBS    ,4169.000,4169.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,1,0,
12116,1/9/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,1/12/2026 12:00:00 AM,5:17AM,,18:43:00,LBS    ,4784.000,4784.000,0.000,Plus Materials                                    ,,257.8669,257.8700,0.0000,,,0,0,
12120,1/12/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AVANGARD (OLD) (1ST SHIFT),Posted,1/13/2026 12:00:00 AM,5:07AM,,18:53:00,LBS    ,1602.000,1602.000,0.000,Plus Materials                                    ,,53.7582,53.7600,0.0000,,,0,1,
12123,1/12/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (1ST SHIFT),Posted,1/13/2026 12:00:00 AM,5:08AM,,18:52:00,LBS    ,9575.000,9575.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
12125,1/12/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,1/13/2026 12:00:00 AM,5:08AM,,18:52:00,LBS    ,6523.000,6523.000,0.000,Plus Materials                                    ,,351.6013,351.5900,0.0000,,,0,0,
12126,1/12/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,SHREDDER (1ST SHIFT),Posted,1/13/2026 12:00:00 AM,5:08AM,,18:52:00,LBS    ,4042.000,4042.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,1,0,
12127,1/12/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,1/13/2026 12:00:00 AM,5:09AM,,18:51:00,LBS    ,3595.000,3595.000,0.000,Plus Materials                                    ,,193.7773,193.7800,0.0000,,,0,0,
12129,1/12/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (2ND SHIFT),Posted,1/13/2026 12:00:00 AM,5:09AM,,18:51:00,LBS    ,2063.000,2063.000,0.000,Plus Materials                                    ,,41.6600,41.6500,0.0000,,,0,0,
12133,1/12/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (2ND SHIFT),Posted,1/13/2026 12:00:00 AM,5:10AM,,18:50:00,LBS    ,6658.000,6658.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,14,0,
12135,1/12/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,1/13/2026 12:00:00 AM,5:10AM,,18:50:00,LBS    ,7089.000,7089.000,0.000,Plus Materials                                    ,,106.3200,106.3200,0.0000,,,0,0,
12137,1/12/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,1/13/2026 12:00:00 AM,5:10AM,,18:50:00,LBS    ,2335.000,2335.000,0.000,Plus Materials                                    ,,125.8602,125.8700,0.0000,,,0,0,
12140,1/12/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,REPACKAGING,Posted,1/13/2026 12:00:00 AM,1:22PM,,10:38:00,LBS    ,10863.000,10863.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,24,0,
12141,1/13/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (1ST SHIFT),Posted,1/14/2026 12:00:00 AM,5:10AM,,18:50:00,LBS    ,6039.000,6039.000,0.000,Plus Materials                                    ,,892.0490,892.0500,0.0000,,,38,4,
12142,1/13/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AVANGARD (OLD) (1ST SHIFT),Posted,1/14/2026 12:00:00 AM,5:11AM,,18:49:00,LBS    ,1716.000,1716.000,0.000,Plus Materials                                    ,,57.5833,57.5800,0.0000,,,0,1,
12145,1/13/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (1ST SHIFT),Posted,1/14/2026 12:00:00 AM,5:11AM,,18:49:00,LBS    ,10075.000,10075.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
12147,1/13/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,1/14/2026 12:00:00 AM,5:11AM,,18:49:00,LBS    ,6426.000,6426.000,0.000,Plus Materials                                    ,,-45.6277,-45.6300,0.0000,,,0,0,
12148,1/13/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,SHREDDER (1ST SHIFT),Posted,1/14/2026 12:00:00 AM,5:12AM,,18:48:00,LBS    ,373.000,373.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
12152,1/13/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (2ND SHIFT),Posted,1/14/2026 12:00:00 AM,5:12AM,,18:48:00,LBS    ,6648.000,6648.000,0.000,Plus Materials                                    ,,779.1419,779.1400,0.0000,,,23,0,
12156,1/13/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (2ND SHIFT),Posted,1/14/2026 12:00:00 AM,5:13AM,,18:47:00,LBS    ,8150.000,8150.000,0.000,Plus Materials                                    ,,570.5000,570.5000,0.0000,,,10,0,
12158,1/13/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,1/14/2026 12:00:00 AM,5:13AM,,18:47:00,LBS    ,8292.000,8292.000,0.000,Plus Materials                                    ,,263.6122,263.6100,0.0000,,,7,0,
12160,1/13/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,1/14/2026 12:00:00 AM,5:13AM,,18:47:00,LBS    ,6190.000,6190.000,0.000,Plus Materials                                    ,,373.2337,373.2300,0.0000,,,14,0,
12163,1/14/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (1ST SHIFT),Posted,1/15/2026 12:00:00 AM,5:11AM,,18:49:00,LBS    ,4447.000,4447.000,0.000,Plus Materials                                    ,,111.1750,111.1900,0.0000,,,10,3,
12164,1/14/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AVANGARD (OLD) (1ST SHIFT),Posted,1/15/2026 12:00:00 AM,5:11AM,,18:49:00,LBS    ,1312.000,1312.000,0.000,Plus Materials                                    ,,44.0271,44.0300,0.0000,,,0,1,
12167,1/14/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (1ST SHIFT),Posted,1/15/2026 12:00:00 AM,5:12AM,,18:48:00,LBS    ,7662.000,7662.000,0.000,Plus Materials                                    ,,133.4900,133.5000,0.0000,,,0,0,
12169,1/14/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,1/15/2026 12:00:00 AM,5:12AM,,18:48:00,LBS    ,8479.000,8479.000,0.000,Plus Materials                                    ,,166.5791,166.5800,0.0000,,,35,0,
12171,1/14/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,1/15/2026 12:00:00 AM,5:12AM,,18:48:00,LBS    ,5338.000,5338.000,0.000,Plus Materials                                    ,,104.8704,104.8800,0.0000,,,0,0,
12174,1/14/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (2ND SHIFT),Posted,1/15/2026 12:00:00 AM,5:13AM,,18:47:00,LBS    ,5278.000,5278.000,0.000,Plus Materials                                    ,,131.9500,131.9600,0.0000,,,38,0,
12178,1/14/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (2ND SHIFT),Posted,1/15/2026 12:00:00 AM,5:14AM,,18:46:00,LBS    ,6667.000,6667.000,0.000,Plus Materials                                    ,,-48.7778,-48.7800,0.0000,,,1,0,
12182,1/14/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,1/15/2026 12:00:00 AM,5:14AM,,18:46:00,LBS    ,4889.000,4889.000,0.000,Plus Materials                                    ,,96.0496,96.0500,0.0000,,,0,0,
12186,1/15/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (1ST SHIFT),Posted,1/16/2026 12:00:00 AM,5:09AM,,18:51:00,LBS    ,9894.000,9894.000,0.000,Plus Materials                                    ,,247.3550,247.3600,0.0000,,,31,6,
12187,1/15/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AVANGARD (OLD) (1ST SHIFT),Posted,1/16/2026 12:00:00 AM,5:09AM,,18:51:00,LBS    ,1073.000,1073.000,0.000,Plus Materials                                    ,,36.0063,36.0100,0.0000,,,0,1,
12190,1/15/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (1ST SHIFT),Posted,1/16/2026 12:00:00 AM,5:09AM,,18:51:00,LBS    ,8028.000,8028.000,0.000,Plus Materials                                    ,,401.4000,401.4000,0.0000,,,8,0,
12192,1/15/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,1/16/2026 12:00:00 AM,5:10AM,,18:50:00,LBS    ,12054.000,12054.000,0.000,Plus Materials                                    ,,626.3900,626.4000,0.0000,,,10,0,
12194,1/15/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,1/16/2026 12:00:00 AM,5:10AM,,18:50:00,LBS    ,3608.000,3608.000,0.000,Plus Materials                                    ,,225.8257,225.8200,0.0000,,,12,0,
12197,1/15/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (2ND SHIFT),Posted,1/16/2026 12:00:00 AM,5:11AM,,18:49:00,LBS    ,6188.000,6188.000,0.000,Plus Materials                                    ,,154.7048,154.7200,0.0000,,,14,0,
12201,1/15/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (2ND SHIFT),Posted,1/16/2026 12:00:00 AM,5:11AM,,18:49:00,LBS    ,6478.000,6478.000,0.000,Plus Materials                                    ,,453.4600,453.4600,0.0000,,,204,0,
12203,1/15/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,1/16/2026 12:00:00 AM,5:11AM,,18:49:00,LBS    ,15827.000,15827.000,0.000,Plus Materials                                    ,,668.8600,668.8400,0.0000,,,27,0,
12205,1/15/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,1/16/2026 12:00:00 AM,5:12AM,,18:48:00,LBS    ,7720.000,7720.000,0.000,Plus Materials                                    ,,515.5928,515.6000,0.0000,,,17,0,
