Job No,Job Date,Warehouse,Warehouse Status,Machine,Status,Post Date,Start-Time,End-Time,Elapsed-Time,UOM,Input Qty,Output Qty,Yield Loss Qty,Department,Description,Input Value,Output Value,Expenses,User Defined 1,UserDefined2,Input Units,Output Units,
15922,7/6/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,SHREDDER (1ST SHIFT),Posted,7/7/2026 12:00:00 AM,5:13AM,,18:47:00,LBS    ,6615.000,6615.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,47,0,
15923,7/6/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,7/7/2026 12:00:00 AM,5:13AM,,18:47:00,LBS    ,6678.000,6678.000,0.000,Plus Materials                                    ,,703.2092,703.2100,0.0000,,,0,0,
15925,7/6/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (2ND SHIFT),Posted,7/7/2026 12:00:00 AM,5:14AM,,18:46:00,LBS    ,6110.000,6110.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,52,0,
15929,7/6/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (2ND SHIFT),Posted,7/7/2026 12:00:00 AM,5:14AM,,18:46:00,LBS    ,6574.000,6574.000,0.000,Plus Materials                                    ,,478.3220,478.3200,0.0000,,,0,0,
15931,7/6/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,7/7/2026 12:00:00 AM,5:15AM,,18:45:00,LBS    ,10319.000,10319.000,0.000,Plus Materials                                    ,,611.2833,611.3000,0.0000,,,0,0,
15933,7/6/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,7/7/2026 12:00:00 AM,5:15AM,,18:45:00,LBS    ,3118.000,3118.000,0.000,Plus Materials                                    ,,328.3326,328.3400,0.0000,,,0,0,
15939,7/6/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (3RD SHIFT),Posted,7/7/2026 12:00:00 AM,5:16AM,,18:44:00,LBS    ,6670.000,6670.000,0.000,Plus Materials                                    ,,1312.4700,1312.4700,0.0000,,,0,0,
15941,7/6/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (3RD SHIFT),Posted,7/7/2026 12:00:00 AM,5:16AM,,18:44:00,LBS    ,5594.000,5594.000,0.000,Plus Materials                                    ,,587.3700,587.3800,0.0000,,,0,0,
15945,7/6/2026 12:00:00 AM,PRN Southeast                                ,COMPLETED,BALER,Posted,7/7/2026 12:00:00 AM,5:17AM,,18:43:00,LBS    ,3465.000,1944.000,1521.000,Plus Materials                                    ,,195.0600,368.3100,173.2500,,,13,1,
15946,7/7/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (1ST SHIFT),Posted,7/8/2026 12:00:00 AM,5:47AM,,18:13:00,LBS    ,8342.000,8342.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,52,7,
15950,7/7/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (1ST SHIFT),Posted,7/8/2026 12:00:00 AM,5:48AM,,18:12:00,LBS    ,7452.000,7452.000,0.000,Plus Materials                                    ,,156.5400,156.5400,0.0000,,,0,0,
15952,7/7/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,7/8/2026 12:00:00 AM,5:48AM,,18:12:00,LBS    ,9416.000,9416.000,0.000,Plus Materials                                    ,,368.3963,368.3900,0.0000,,,0,0,
15953,7/7/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,SHREDDER (1ST SHIFT),Posted,7/8/2026 12:00:00 AM,5:48AM,,18:12:00,LBS    ,7634.000,7634.000,0.000,Plus Materials                                    ,,76.3400,76.3400,0.0000,,,48,0,
15954,7/7/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,7/8/2026 12:00:00 AM,5:49AM,,18:11:00,LBS    ,1818.000,1818.000,0.000,Plus Materials                                    ,,194.5531,194.5600,0.0000,,,0,0,
15956,7/7/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (2ND SHIFT),Posted,7/8/2026 12:00:00 AM,5:49AM,,18:11:00,LBS    ,1037.000,1037.000,0.000,Plus Materials                                    ,,36.1275,36.1300,0.0000,,,1,0,
15960,7/7/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (2ND SHIFT),Posted,7/8/2026 12:00:00 AM,5:50AM,,18:10:00,LBS    ,4724.000,4724.000,0.000,Plus Materials                                    ,,330.6800,330.6800,0.0000,,,0,0,
15962,7/7/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,7/8/2026 12:00:00 AM,5:50AM,,18:10:00,LBS    ,11297.000,11297.000,0.000,Plus Materials                                    ,,580.4839,580.5000,0.0000,,,0,0,
15964,7/7/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,7/8/2026 12:00:00 AM,5:51AM,,18:09:00,LBS    ,2190.000,2190.000,0.000,Plus Materials                                    ,,230.6109,230.6100,0.0000,,,0,0,
15970,7/7/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (3RD SHIFT),Posted,7/8/2026 12:00:00 AM,5:52AM,,18:08:00,LBS    ,6570.000,6570.000,0.000,Plus Materials                                    ,,208.0307,208.0300,0.0000,,,4,0,
15972,7/7/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (3RD SHIFT),Posted,7/8/2026 12:00:00 AM,5:52AM,,18:08:00,LBS    ,6499.000,6499.000,0.000,Plus Materials                                    ,,366.1651,366.1700,0.0000,,,0,0,
15976,7/7/2026 12:00:00 AM,PRN Southeast                                ,COMPLETED,BALER,Posted,7/8/2026 12:00:00 AM,5:53AM,,18:07:00,LBS    ,5745.000,6049.000,-304.000,Plus Materials                                    ,,323.4900,610.7400,287.2500,,,20,3,
15977,7/8/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (1ST SHIFT),Posted,7/9/2026 12:00:00 AM,5:47AM,,18:13:00,LBS    ,2005.000,2005.000,0.000,Plus Materials                                    ,,46.3078,46.3000,0.0000,,,0,2,
15981,7/8/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (1ST SHIFT),Posted,7/9/2026 12:00:00 AM,5:48AM,,18:12:00,LBS    ,8622.000,8622.000,0.000,Plus Materials                                    ,,578.0200,578.0200,0.0000,,,0,0,
15983,7/8/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,7/9/2026 12:00:00 AM,5:48AM,,18:12:00,LBS    ,7310.000,7310.000,0.000,Plus Materials                                    ,,73.1000,73.1000,0.0000,,,0,0,
15984,7/8/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,SHREDDER (1ST SHIFT),Posted,7/9/2026 12:00:00 AM,5:48AM,,18:12:00,LBS    ,7327.000,7327.000,0.000,Plus Materials                                    ,,531.4300,531.4300,0.0000,,,33,0,
15985,7/8/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,7/9/2026 12:00:00 AM,5:49AM,,18:11:00,LBS    ,8935.000,8935.000,0.000,Plus Materials                                    ,,940.8720,940.8800,0.0000,,,0,0,
15991,7/8/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (2ND SHIFT),Posted,7/9/2026 12:00:00 AM,5:50AM,,18:10:00,LBS    ,5022.000,5022.000,0.000,Plus Materials                                    ,,50.2200,50.2200,0.0000,,,0,0,
15993,7/8/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,7/9/2026 12:00:00 AM,5:50AM,,18:10:00,LBS    ,8203.000,8203.000,0.000,Plus Materials                                    ,,816.3595,816.3600,0.0000,,,0,0,
15995,7/8/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,7/9/2026 12:00:00 AM,5:50AM,,18:10:00,LBS    ,4419.000,4419.000,0.000,Plus Materials                                    ,,459.8911,459.9000,0.0000,,,44,0,
16001,7/8/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (3RD SHIFT),Posted,7/9/2026 12:00:00 AM,5:51AM,,18:09:00,LBS    ,1628.000,1628.000,0.000,Plus Materials                                    ,,16.2800,16.2800,0.0000,,,0,0,
16003,7/8/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (3RD SHIFT),Posted,7/9/2026 12:00:00 AM,5:52AM,,18:08:00,LBS    ,8043.000,8043.000,0.000,Plus Materials                                    ,,382.3650,382.3700,0.0000,,,0,0,
16008,7/8/2026 12:00:00 AM,PRN Southeast                                ,COMPLETED,BALER,Posted,7/9/2026 12:00:00 AM,5:14AM,,18:46:00,LBS    ,7108.000,7425.000,-317.000,Plus Materials                                    ,,353.4600,708.8600,355.4000,,,19,4,
16009,7/9/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (1ST SHIFT),Posted,7/10/2026 12:00:00 AM,5:50AM,,18:10:00,LBS    ,3629.000,3629.000,0.000,Plus Materials                                    ,,181.8816,181.8800,0.0000,,,0,0,
16013,7/9/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (1ST SHIFT),Posted,7/10/2026 12:00:00 AM,5:51AM,,18:09:00,LBS    ,7376.000,7376.000,0.000,Plus Materials                                    ,,885.1200,885.1200,0.0000,,,8,0,
16015,7/9/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,7/10/2026 12:00:00 AM,5:51AM,,18:09:00,LBS    ,3123.000,3123.000,0.000,Plus Materials                                    ,,374.7600,374.7600,0.0000,,,12,0,
16016,7/9/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,SHREDDER (1ST SHIFT),Posted,7/10/2026 12:00:00 AM,5:51AM,,18:09:00,LBS    ,6704.000,6704.000,0.000,Plus Materials                                    ,,273.2517,273.2500,0.0000,,,24,0,
16017,7/9/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,7/10/2026 12:00:00 AM,5:51AM,,18:09:00,LBS    ,7959.000,7959.000,0.000,Plus Materials                                    ,,447.4026,447.4000,0.0000,,,32,0,
16019,7/9/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (2ND SHIFT),Posted,7/10/2026 12:00:00 AM,5:52AM,,18:08:00,LBS    ,6524.000,6524.000,0.000,Plus Materials                                    ,,48.2863,48.2800,0.0000,,,62,0,
16023,7/9/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (2ND SHIFT),Posted,7/10/2026 12:00:00 AM,5:52AM,,18:08:00,LBS    ,6670.000,6670.000,0.000,Plus Materials                                    ,,356.5600,356.5600,0.0000,,,3,0,
16025,7/9/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,7/10/2026 12:00:00 AM,5:53AM,,18:07:00,LBS    ,5441.000,5441.000,0.000,Plus Materials                                    ,,652.9200,652.9200,0.0000,,,200,0,
16027,7/9/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,7/10/2026 12:00:00 AM,5:53AM,,18:07:00,LBS    ,4056.000,4056.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16033,7/9/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (3RD SHIFT),Posted,7/10/2026 12:00:00 AM,5:54AM,,18:06:00,LBS    ,4934.000,4934.000,0.000,Plus Materials                                    ,,592.0800,592.0800,0.0000,,,0,0,
16039,7/9/2026 12:00:00 AM,PRN Southeast                                ,COMPLETED,BALER,Posted,7/10/2026 12:00:00 AM,5:55AM,,18:05:00,LBS    ,2230.000,3920.000,-1690.000,Plus Materials                                    ,,113.1700,224.6700,111.5000,,,8,2,
16040,7/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (1ST SHIFT),Posted,7/13/2026 12:00:00 AM,5:46AM,,18:14:00,LBS    ,11476.000,11476.000,0.000,Plus Materials                                    ,,158.7970,158.7900,0.0000,,,0,10,
16044,7/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (1ST SHIFT),Posted,7/13/2026 12:00:00 AM,5:46AM,,18:14:00,LBS    ,15188.000,15188.000,0.000,Plus Materials                                    ,,1794.5800,1794.5800,0.0000,,,0,0,
16046,7/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,7/13/2026 12:00:00 AM,5:47AM,,18:13:00,LBS    ,9564.000,9564.000,0.000,Plus Materials                                    ,,-61.9034,-61.9100,0.0000,,,12,0,
16047,7/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,SHREDDER (1ST SHIFT),Posted,7/13/2026 12:00:00 AM,5:47AM,,18:13:00,LBS    ,2396.000,2396.000,0.000,Plus Materials                                    ,,24.8774,24.8800,0.0000,,,18,0,
16048,7/10/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,7/13/2026 12:00:00 AM,5:47AM,,18:13:00,LBS    ,5523.000,5523.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,44,0,
16050,7/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (2ND SHIFT),Posted,7/13/2026 12:00:00 AM,5:47AM,,18:13:00,LBS    ,8185.000,8185.000,0.000,Plus Materials                                    ,,85.5349,85.5400,0.0000,,,35,0,
16054,7/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (2ND SHIFT),Posted,7/13/2026 12:00:00 AM,5:48AM,,18:12:00,LBS    ,4760.000,4760.000,0.000,Plus Materials                                    ,,40.5759,40.5800,0.0000,,,0,0,
16056,7/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,7/13/2026 12:00:00 AM,5:48AM,,18:12:00,LBS    ,8170.000,8170.000,0.000,Plus Materials                                    ,,228.7723,228.7600,0.0000,,,0,0,
16058,7/10/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,7/13/2026 12:00:00 AM,5:49AM,,18:11:00,LBS    ,5975.000,5975.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16064,7/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (3RD SHIFT),Posted,7/13/2026 12:00:00 AM,5:50AM,,18:10:00,LBS    ,5406.000,5406.000,0.000,Plus Materials                                    ,,78.1858,78.1800,0.0000,,,0,0,
16066,7/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (3RD SHIFT),Posted,7/13/2026 12:00:00 AM,5:50AM,,18:10:00,LBS    ,6647.000,6647.000,0.000,Plus Materials                                    ,,218.5600,218.5700,0.0000,,,0,0,
16070,7/10/2026 12:00:00 AM,PRN Southeast                                ,COMPLETED,BALER,Posted,7/13/2026 12:00:00 AM,5:51AM,,18:09:00,LBS    ,4765.000,5907.000,-1142.000,Plus Materials                                    ,,266.3700,504.6200,238.2500,,,18,3,
16071,7/13/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (1ST SHIFT),Posted,7/14/2026 12:00:00 AM,5:00AM,,19:00:00,LBS    ,3809.000,3809.000,0.000,Plus Materials                                    ,,204.7839,204.7800,0.0000,,,0,4,
16075,7/13/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (1ST SHIFT),Posted,7/14/2026 12:00:00 AM,5:01AM,,18:59:00,LBS    ,8556.000,8556.000,0.000,Plus Materials                                    ,,427.8000,427.8000,0.0000,,,0,0,
16077,7/13/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,7/14/2026 12:00:00 AM,5:01AM,,18:59:00,LBS    ,6126.000,6126.000,0.000,Plus Materials                                    ,,413.9500,413.9400,0.0000,,,0,0,
16078,7/13/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,SHREDDER (1ST SHIFT),Posted,7/14/2026 12:00:00 AM,5:01AM,,18:59:00,LBS    ,5195.000,5195.000,0.000,Plus Materials                                    ,,122.4114,122.4100,0.0000,,,34,0,
16079,7/13/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,7/14/2026 12:00:00 AM,5:01AM,,18:59:00,LBS    ,5986.000,5986.000,0.000,Plus Materials                                    ,,388.7013,388.7000,0.0000,,,26,0,
16081,7/13/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (2ND SHIFT),Posted,7/14/2026 12:00:00 AM,5:02AM,,18:58:00,LBS    ,3198.000,3198.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,35,0,
16085,7/13/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (2ND SHIFT),Posted,7/14/2026 12:00:00 AM,5:02AM,,18:58:00,LBS    ,5094.000,5094.000,0.000,Plus Materials                                    ,,254.7000,254.7000,0.0000,,,0,0,
16087,7/13/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,7/14/2026 12:00:00 AM,5:02AM,,18:58:00,LBS    ,6536.000,6536.000,0.000,Plus Materials                                    ,,638.3800,638.3700,0.0000,,,6,0,
16089,7/13/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,7/14/2026 12:00:00 AM,5:03AM,,18:57:00,LBS    ,5999.000,5999.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,40,0,
16091,7/13/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (3RD SHIFT),Posted,7/14/2026 12:00:00 AM,5:03AM,,18:57:00,LBS    ,11474.000,11474.000,0.000,Plus Materials                                    ,,771.9569,771.9500,0.0000,,,2,9,
